Job Title,Job ID,Time Posted,Posted,AI Recommendation,Process,AI Rating,AI Explanation,Type,Rate,URL,Full Description,Client Location,Lead Amount Spent,Project Length,Hours/Week,Scraped?
Salesforce Specialist Needed for AI-Driven Duplicate Management App,336,5/1/2025 7:32am,150 hrs ago,No,,3,"The job is focused on Salesforce, not business automation tools or processes you're specialized in. It is hourly, which is less preferred, although payment is verified and the client has a good spend history and rating. Job is located in the US, which is a positive point.",Hourly,$15.00,https://www.upwork.com/jobs/~021917920131173690054,,,,,,
CRM &amp; Marketing Automation Migration from ActiveCampaign and Close.io to GoHighLevel,335,5/1/2025 7:28am,150 hrs ago,Maybe,,6,"The job is heavily related to business automation and involves a tool you're skilled in (GoHighLevel). The client's payment is verified, they have a high rating (4.9), and have spent $13K, indicating trustworthiness. However, it's not a fixed-price job, is located in Germany, and the hourly rate is lower than ideal. Consider applying if the rate is acceptable.",Hourly,$15.00,https://www.upwork.com/jobs/~021917919045283399321,"We are looking for an automation specialist to help us migrate and rebuild our sales and marketing systems in GoHighLevel.

Currently, we use multiple tools including ActiveCampaign, Close.io, Typeform, Oncehub, Zapier, and ClickFunnels. Our goal is to centralize all processes inside GoHighLevel, including:

- Migrating contacts, deals (opportunities), notes, and tags

- Rebuilding custom fields and pipelines

- Recreating forms, calendars, and conditional flows

- Transferring and automating email sequences

- Rebuilding workflows and automation logic

- Recreating one sales funnel from ClickFunnels

- Ensuring system integrations work smoothly within GoHighLevel

We will provide clear documentation and additional audio explanations for the process.

We're looking for someone with strong experience in CRM automation, migration, and GoHighLevel.

Please apply with examples of similar projects and your estimated time and approach.",Germany,$13K,3 to 6 months,More than 30 hrs/week,checked
CRM &amp; Marketing Automation Migration from ActiveCampaign and Close.io to GoHighLevel,337,5/1/2025 7:28am,150 hrs ago,Maybe,,6,"The job involves business automation with GoHighLevel, which matches your skills. The client has a high rating of 4.9 and payment is verified with $13K spent, indicating reliability. However, the job is located in Germany, which is not a priority location for you. It's hourly, but your preference is for fixed-price work.",Hourly,$15.00,https://www.upwork.com/jobs/~021917919045283399321,"We are looking for an automation specialist to help us migrate and rebuild our sales and marketing systems in GoHighLevel.

Currently, we use multiple tools including ActiveCampaign, Close.io, Typeform, Oncehub, Zapier, and ClickFunnels. Our goal is to centralize all processes inside GoHighLevel, including:

- Migrating contacts, deals (opportunities), notes, and tags

- Rebuilding custom fields and pipelines

- Recreating forms, calendars, and conditional flows

- Transferring and automating email sequences

- Rebuilding workflows and automation logic

- Recreating one sales funnel from ClickFunnels

- Ensuring system integrations work smoothly within GoHighLevel

We will provide clear documentation and additional audio explanations for the process.

We're looking for someone with strong experience in CRM automation, migration, and GoHighLevel.

Please apply with examples of similar projects and your estimated time and approach.",Germany,$13K,3 to 6 months,More than 30 hrs/week,checked
CRM &amp; Marketing Automation Migration from ActiveCampaign and Close.io to GoHighLevel,338,5/1/2025 7:28am,150 hrs ago,Maybe,,6,"The job involves business automation and specifically mentions migrating systems to GoHighLevel, which fits your skill set. However, the job is located in Germany, whereas your preference is for US or UK. The client has a high rating (4.9) and a significant amount spent ($13K), which is positive. It's an hourly job, which is not your preference, but you are open to it.",Hourly,$15.00,https://www.upwork.com/jobs/~021917919045283399321,"We are looking for an automation specialist to help us migrate and rebuild our sales and marketing systems in GoHighLevel.

Currently, we use multiple tools including ActiveCampaign, Close.io, Typeform, Oncehub, Zapier, and ClickFunnels. Our goal is to centralize all processes inside GoHighLevel, including:

- Migrating contacts, deals (opportunities), notes, and tags

- Rebuilding custom fields and pipelines

- Recreating forms, calendars, and conditional flows

- Transferring and automating email sequences

- Rebuilding workflows and automation logic

- Recreating one sales funnel from ClickFunnels

- Ensuring system integrations work smoothly within GoHighLevel

We will provide clear documentation and additional audio explanations for the process.

We're looking for someone with strong experience in CRM automation, migration, and GoHighLevel.

Please apply with examples of similar projects and your estimated time and approach.",Germany,$13K,3 to 6 months,More than 30 hrs/week,checked
I need ai agent who will work and book leads for me,334,5/1/2025 6:57am,151 hrs ago,No,,3,"The job is located in the United Arab Emirates, which does not align with the user's location preferences. Although the client has a high rating and payment is verified, the job focuses on AI development and lead management, which is not directly aligned with business automation or the user's expertise tools.",Hourly,$10.00,https://www.upwork.com/jobs/~021917911044753376921,,,,,,
Hiring a software developer specialised in code and no code tools,333,5/1/2025 6:54am,151 hrs ago,No,,4,"The job is located in India, which is not within the user's preferred regions. While the job involves the use of no-code tools like Make.com and n8n, making it relevant, it is an hourly job and the client has only spent $1K, which is relatively low. However, the client has a high rating of 5.0, which improves the job's score slightly.",Hourly,$8.00,https://www.upwork.com/jobs/~021917910550851740900,,,,,,
"AI Workflow Development with n8n, Make, and Zapier",332,5/1/2025 6:54am,151 hrs ago,No,,5,"While the job aligns with your skills in n8n and Make.com, it is an hourly job located in Israel, which doesn't meet your location preference. Although the client has payment verified status and a high amount spent, the job's location and type are not your top priorities.",Hourly,$15.00,https://www.upwork.com/jobs/~021917910300590241695,,,,,,
Sales Lead Generation Specialist,331,5/1/2025 6:39am,151 hrs ago,No,,3,"The job is a lead generation role, not directly related to business automation. It is an hourly job located in the UK, and although the client has a good rating and payment is verified, the amount spent is relatively low.",Hourly,$10.00,https://www.upwork.com/jobs/~021917906588446614756,,,,,,
Lead Generation Expert Needed,330,5/1/2025 6:38am,151 hrs ago,No,,4,"The job is not related to business automation and is located in the UK, which is lower priority. Although it is a fixed price and the client has verified payment and high spending, the low budget of $5 makes it not worthwhile.",Fixed,$5.00,https://www.upwork.com/jobs/~021917906345046959332,,,,,,
Make.com Automation Specialist Needed for Outlook Calendar to WhatsApp Integration,329,5/1/2025 6:29am,151 hrs ago,Maybe,,7,"The job matches your skills in Make.com and automation, and the client has payment verified and a high amount spent, with a perfect rating of 5.0. However, the job is located in Liechtenstein and is hourly, which is not within the preferred regions and payment type.",Hourly,$20.00,https://www.upwork.com/jobs/~021917904023727556249,"📋 Description:

I’m looking for an experienced Make expert who knows how to work with Microsoft 365 Calendar and messaging APIs (such as Twilio) to build a custom automation scenario.

This is the first of several automation projects. I’m hoping to build a long-term relationship with someone reliable, fast, and solution-oriented to streamline a variety of workflows in my business.

⸻

🧠 Project Scope:
	•	Build a Make scenario that runs daily at 18:00 CET
	•	Checks my Outlook calendar for the next day
	•	If there’s a meeting labeled “driver”:
	•	Pulls all events for that day
	•	Filters for in-person meetings only (excludes virtual like Zoom/Teams)
	•	Creates a briefing message with time and address of each meeting
	•	Sends the message to a predefined group chat via a messaging API

⸻

🔧 Tech Stack:
	•	Microsoft 365 Calendar (Outlook)
	•	Make.com (formerly Integromat)
	•	Messaging API integration (e.g., via Twilio)

⸻

✅ Deliverables:
	•	Fully functional, documented Make scenario
	•	Clean timezone handling and formatting logic
	•	Optional: Support for messaging API setup (e.g., configuration steps for business messaging)

⸻

🤝 What I’m Looking For:
	•	Proven experience building Make.com scenarios using external APIs
	•	Strong communication, reliability, and attention to detail
	•	Ideally available for future automations (e.g., email parsing, CRM updates, document workflows, etc.)",Liechtenstein,$44K,1 to 3 months,,checked
